Latitude,Longitude,Day_of_Week,Month,Season,Temperature,Wind_Speed,Weather_Code,Current_Speed,Free_Flow_Speed,Speed_Ratio,Current_Travel_Time,Free_Flow_Travel_Time,Confidence,FRC,Hour,Minute
-12.0464,-77.0428,0,1,1,22.0,9.0,3,37.6,49.2,0.765,273,268,0.93,5,10,49
-31.9505,115.8605,1,3,2,26.3,8.8,0,57.4,80.1,0.716,599,586,0.93,3,3,35
-45.8788,170.5028,4,0,1,10.3,5.3,51,92.6,109.8,0.843,84,46,0.93,0,9,24
44.6488,-63.5752,6,11,3,-3.0,8.0,2,42.8,60.3,0.71,495,438,0.97,4,6,7
44.6488,-63.5752,6,2,0,8.8,46.2,63,49.5,63.2,0.784,582,527,0.98,3,9,42
51.5074,-0.1278,0,1,3,2.3,8.7,0,49.8,62.3,0.799,454,423,0.93,4,5,31
52.52,13.405,1,2,0,4.5,8.9,3,24.2,30.3,0.799,212,170,0.99,7,20,59
-35.2809,149.13,0,2,2,10.5,2.5,0,22.6,37.7,0.598,512,492,0.91,7,21,42
21.4858,39.1925,0,2,0,30.4,16.6,0,43.9,57.3,0.767,327,282,0.99,5,10,54
52.2297,21.0122,3,3,0,7.3,17.2,2,73.0,86.1,0.848,125,67,0.92,2,10,25
-6.2088,106.8456,2,1,1,25.6,2.5,53,47.1,58.5,0.805,134,108,0.9,4,13,18
-22.9068,-43.1729,3,1,1,23.5,3.9,3,100.8,108.3,0.93,468,422,0.93,0,7,55
-1.286389,36.817223,5,1,1,16.3,9.5,2,44.6,59.3,0.752,326,318,0.96,4,22,48
59.3293,18.0686,1,0,3,0.4,16.9,2,54.5,68.7,0.793,91,66,0.99,3,17,40
-34.9285,138.6007,6,3,2,14.6,13.3,3,111.5,121.7,0.917,426,385,0.91,0,20,14
58.3019,-134.4197,1,2,0,0.2,12.0,71,21.9,31.4,0.697,147,135,0.93,6,9,32
51.5074,-0.1278,4,2,0,6.9,18.9,3,28.8,43.4,0.664,289,267,0.94,6,17,9
49.2827,-123.1207,5,3,0,14.9,8.4,0,88.4,104.2,0.848,65,54,0.91,1,19,46
37.7749,-122.4194,0,0,3,11.9,8.0,0,59.9,78.5,0.762,527,520,0.91,3,2,59
45.4215,-75.6972,1,3,0,12.4,17.4,2,54.3,69.4,0.783,127,103,1.0,3,17,36
29.7604,-95.3698,5,2,0,17.1,24.2,2,49.0,66.3,0.739,489,436,0.96,4,22,10
51.5074,-0.1278,4,0,3,8.5,13.4,0,29.4,40.9,0.718,271,237,0.98,6,14,53
48.4284,-123.3656,0,3,0,8.8,15.3,3,22.7,32.8,0.692,233,221,0.92,7,2,2
47.6062,-122.3321,0,1,3,6.0,15.2,51,26.6,40.8,0.651,301,272,0.94,6,22,14
45.4215,-75.6972,0,0,3,-2.1,17.3,73,28.2,41.9,0.674,460,418,0.93,5,22,30
21.4858,39.1925,6,2,0,25.0,8.0,0,65.9,84.4,0.781,62,31,0.92,2,5,25
-42.8821,147.3272,1,2,2,13.3,14.8,2,25.5,31.2,0.818,461,426,0.92,7,21,33
48.4284,-123.3656,6,1,3,3.5,24.6,1,63.6,83.5,0.761,395,351,0.91,2,4,0
30.0444,31.2357,6,2,0,17.4,14.7,0,63.8,75.1,0.85,208,150,1.0,3,6,32
1.3521,103.8198,5,0,3,25.8,11.5,3,37.9,49.1,0.771,371,333,0.98,5,11,21
-41.2865,174.7762,4,3,2,15.5,30.0,3,29.2,44.6,0.655,375,330,0.9,6,23,48
-34.9011,-56.1645,5,0,1,22.1,27.4,0,86.9,101.7,0.855,392,333,0.98,1,0,15
4.711,-74.0721,1,0,3,22.0,12.5,2,62.7,73.6,0.852,117,57,0.98,3,20,42
59.9139,10.7522,2,2,0,3.3,15.4,51,52.5,70.4,0.746,503,487,0.99,3,21,12
50.0755,14.4378,2,1,3,5.7,4.5,3,35.5,49.1,0.723,186,143,0.97,5,16,32
19.4326,-99.1332,6,3,0,23.4,7.6,0,55.5,80.9,0.685,258,208,0.91,3,3,22
48.2082,16.3738,0,3,0,18.2,12.4,61,56.6,71.2,0.794,309,283,0.94,2,13,50
-37.8136,144.9631,5,3,2,13.2,2.5,1,66.8,87.2,0.766,370,324,0.93,2,22,54
52.3676,4.9041,4,1,3,9.9,16.9,3,36.8,53.5,0.688,174,119,0.96,5,18,33
21.3069,-157.8583,2,2,0,25.0,21.6,51,28.1,41.3,0.68,183,156,0.96,6,22,56
10.8231,106.6297,3,0,3,24.8,4.9,3,57.6,65.0,0.886,111,100,0.95,3,18,2
33.749,-84.388,2,1,3,16.6,29.6,3,61.8,79.9,0.773,382,354,1.0,2,11,8
30.0444,31.2357,5,2,0,14.4,12.3,0,64.7,73.6,0.879,152,125,0.99,3,23,43
-33.4489,-70.6693,2,0,1,30.9,16.6,0,114.4,130.9,0.874,124,98,0.92,0,16,54
41.9028,12.4964,0,0,3,14.7,18.1,51,61.0,75.1,0.812,417,387,0.92,2,11,31
53.5461,-113.4938,5,3,0,4.7,9.9,3,65.3,81.0,0.806,582,561,0.97,2,22,57
25.7617,-80.1918,1,3,0,26.5,19.9,2,29.6,43.1,0.686,332,273,0.94,6,18,46
-36.8485,174.7633,0,0,1,14.6,8.6,0,52.9,64.8,0.816,569,520,0.93,4,12,32
-45.8788,170.5028,3,3,2,10.2,30.4,55,49.4,61.4,0.804,204,187,0.99,4,5,39
52.4862,-1.8904,4,3,0,9.7,7.9,3,45.1,56.9,0.793,417,362,0.95,4,14,17
-12.4634,130.8456,6,2,2,29.7,29.5,53,58.5,70.7,0.828,449,408,0.95,3,3,0
43.65107,-79.347015,4,2,0,-0.6,14.0,0,48.4,63.2,0.766,101,53,0.98,4,10,30
-12.4634,130.8456,3,1,1,30.3,16.9,65,21.1,30.7,0.687,170,131,0.99,7,4,54
38.7223,-9.1393,5,1,3,8.7,8.4,3,57.8,76.7,0.753,418,364,0.98,3,6,53
19.4326,-99.1332,0,1,3,12.0,4.0,0,52.6,59.2,0.888,472,435,0.91,4,7,59
33.5731,-7.5898,4,3,0,17.7,13.7,0,51.3,68.8,0.745,413,391,0.96,4,1,58
29.3759,47.9774,4,0,3,18.3,20.3,0,55.4,79.6,0.697,492,455,1.0,3,15,38
19.076,72.8777,0,0,3,18.7,7.8,2,39.7,48.8,0.812,362,303,0.98,5,22,2
-33.9249,18.4241,2,0,1,21.8,38.1,1,55.2,76.8,0.719,145,127,0.94,3,6,31
25.276987,55.296249,0,1,3,21.7,30.3,0,81.8,96.8,0.845,256,234,1.0,1,12,6
-35.2809,149.13,5,2,2,23.8,6.8,0,63.7,86.7,0.735,532,522,0.93,2,7,46
22.3193,114.1694,6,2,0,22.3,3.5,51,24.6,32.7,0.752,283,261,0.93,7,18,14
21.3069,-157.8583,2,1,3,24.4,29.3,1,62.2,64.2,0.969,548,507,0.99,3,19,57
41.9028,12.4964,4,0,3,6.3,7.9,3,36.2,54.3,0.667,407,363,0.91,5,23,24
-42.8821,147.3272,1,0,1,17.7,4.9,3,22.8,34.2,0.666,109,59,0.97,7,5,0
29.7604,-95.3698,5,2,0,13.3,28.3,3,49.8,59.8,0.833,520,462,0.96,4,17,25
41.9028,12.4964,5,3,0,8.3,6.2,3,37.9,53.5,0.708,76,54,0.97,5,3,6
58.3019,-134.4197,5,1,3,4.2,4.7,3,51.6,59.8,0.863,196,183,0.97,4,4,27
-45.8788,170.5028,5,3,2,10.1,13.1,3,40.0,50.3,0.794,314,279,0.94,5,6,40
49.2827,-123.1207,1,2,0,4.6,9.7,3,40.8,48.1,0.848,465,416,0.9,5,7,26
-36.8485,174.7633,4,3,2,19.3,16.4,51,36.7,49.8,0.736,282,263,0.92,5,23,13
30.0444,31.2357,2,0,3,11.7,4.7,0,118.9,142.7,0.833,84,66,0.97,0,0,47
19.4326,-99.1332,1,0,3,10.7,4.3,3,28.3,45.4,0.623,306,283,0.91,6,9,30
13.7563,100.5018,6,2,0,27.4,9.3,1,29.8,40.1,0.744,209,165,0.95,6,23,21
52.2297,21.0122,1,3,0,10.0,18.4,51,48.4,60.9,0.795,185,152,0.96,4,15,34
59.9139,10.7522,4,2,0,3.6,10.5,53,21.8,28.4,0.767,508,501,0.96,7,0,58
-33.9249,18.4241,0,2,2,30.8,9.2,0,54.3,60.1,0.904,155,100,0.95,4,14,32
29.3759,47.9774,3,1,3,19.1,11.5,3,65.2,79.4,0.822,453,401,0.98,2,23,8
-34.6037,-58.3816,4,2,2,23.0,21.3,3,44.4,60.7,0.732,585,556,0.93,4,11,14
33.5731,-7.5898,3,3,0,20.9,11.3,0,64.1,75.9,0.845,396,362,0.96,3,15,20
34.0522,-118.2437,3,2,0,12.2,5.9,1,26.0,40.2,0.647,356,303,0.91,6,14,31
34.0522,-118.2437,1,2,0,11.6,4.6,1,46.4,66.7,0.696,127,72,0.91,4,3,21
41.9028,12.4964,6,0,3,8.3,6.0,3,50.3,64.1,0.783,458,442,0.98,4,16,8
29.3759,47.9774,0,2,0,15.9,18.4,0,30.7,41.0,0.747,545,531,0.9,6,23,53
3.139,101.6869,1,3,0,31.7,0.7,51,67.6,73.6,0.918,107,53,0.93,2,6,12
60.1695,24.9354,3,3,0,-1.1,28.2,3,110.0,115.5,0.952,321,275,0.98,0,23,46
52.52,13.405,4,0,3,0.7,22.3,3,61.9,70.8,0.874,144,95,0.97,3,16,44
-27.4698,153.0251,4,3,2,21.1,9.5,0,52.0,59.1,0.88,433,402,0.99,4,23,4
58.3019,-134.4197,3,0,3,-9.8,13.1,0,116.2,123.5,0.941,400,386,0.93,0,18,40
48.4284,-123.3656,2,0,3,1.3,10.6,73,23.4,35.4,0.66,565,515,0.99,6,18,54
-37.8136,144.9631,4,3,2,16.9,14.7,2,54.6,76.3,0.715,478,419,0.97,3,8,19
-42.8821,147.3272,1,0,1,15.8,11.3,3,104.8,111.0,0.944,402,370,0.99,0,0,24
25.276987,51.520008,4,2,0,28.4,40.6,0,91.6,108.2,0.846,487,468,0.99,1,12,25
58.3019,-134.4197,6,2,0,-13.2,2.3,0,43.0,54.1,0.794,170,159,0.97,5,18,45
25.276987,55.296249,6,0,3,22.4,17.9,0,111.7,131.0,0.853,220,203,0.97,0,14,5
-31.9505,115.8605,4,2,2,24.1,16.2,0,84.1,109.7,0.766,213,202,0.95,1,1,24
46.8139,-71.2082,0,3,0,10.0,14.0,51,63.9,75.7,0.844,544,489,0.93,2,15,2
48.4284,-123.3656,1,0,3,-0.2,18.7,73,31.7,37.3,0.851,554,542,0.99,5,12,23
24.4539,54.3773,1,3,0,23.3,13.1,2,61.5,85.0,0.723,152,145,0.91,2,4,29
28.7041,77.1025,5,0,3,8.8,4.1,3,25.0,32.3,0.773,359,338,0.93,7,4,54
55.8642,-4.2518,0,3,0,10.1,11.6,51,69.1,74.7,0.926,496,483,0.94,2,9,9
-34.6037,-58.3816,0,0,1,25.4,16.2,2,71.7,88.2,0.812,580,530,1.0,2,20,12
59.9139,10.7522,5,1,3,-0.2,3.0,0,37.0,51.8,0.715,126,93,0.96,5,15,51
3.139,101.6869,3,3,0,29.1,4.0,3,28.3,41.8,0.677,98,46,0.91,6,3,41
-12.4634,130.8456,3,3,2,30.9,13.8,51,38.8,51.2,0.757,84,57,0.97,5,4,13
37.7749,-122.4194,2,0,3,10.0,17.5,51,23.0,28.5,0.805,244,200,0.93,7,15,26
-42.8821,147.3272,6,2,2,11.1,21.4,3,40.4,54.7,0.738,412,406,0.96,5,15,28
10.8231,106.6297,6,2,0,32.2,2.2,3,103.6,116.9,0.886,566,559,0.98,0,4,26
58.3019,-134.4197,4,1,3,-1.2,15.9,73,41.1,61.5,0.669,590,564,0.97,3,16,40
64.1355,-21.8954,6,1,3,-2.0,10.6,3,25.4,30.6,0.832,189,145,0.9,7,18,27
55.7558,37.6173,4,2,0,-3.1,15.6,0,67.7,80.5,0.841,387,328,1.0,2,23,20
25.276987,51.520008,4,2,0,22.7,11.5,3,40.0,49.1,0.816,476,444,1.0,5,17,33
60.1695,24.9354,2,0,3,1.7,22.2,3,50.3,61.6,0.816,355,322,0.95,4,13,25
25.7617,-80.1918,3,2,0,22.8,18.7,1,91.8,98.8,0.929,215,162,0.97,1,6,15
53.3498,-6.2603,3,0,3,12.4,31.0,3,92.4,93.9,0.984,388,367,0.93,1,18,33
-12.4634,130.8456,3,0,1,29.1,31.4,53,55.7,71.4,0.781,265,245,0.96,3,4,59
50.8503,4.3517,0,0,3,10.0,19.3,3,61.8,76.5,0.809,131,98,0.9,3,4,22
52.3676,4.9041,2,1,3,11.0,21.6,51,90.0,101.4,0.887,316,260,0.92,0,11,6
47.3769,8.5417,3,0,3,-3.3,3.1,3,77.7,106.2,0.731,89,47,0.94,1,3,42
47.3769,8.5417,1,1,3,9.1,2.1,3,99.4,102.7,0.968,290,272,0.94,0,15,41
45.4215,-75.6972,5,1,3,7.5,14.4,2,114.8,137.8,0.833,126,87,0.9,0,19,28
48.4284,-123.3656,1,2,0,7.6,15.3,2,82.2,102.7,0.8,519,471,0.91,1,15,39
21.3069,-157.8583,1,3,0,22.1,21.3,3,111.4,112.0,0.994,67,10,0.98,0,15,20
24.4539,54.3773,3,3,0,23.7,10.0,0,60.8,72.4,0.84,146,104,0.99,3,3,35
18.4655,-66.1057,5,0,3,25.7,11.6,3,62.2,73.1,0.852,384,371,0.97,2,2,30
-34.9011,-56.1645,2,0,1,23.6,7.9,0,24.0,34.9,0.689,237,203,0.9,7,23,20
58.3019,-134.4197,0,1,3,-11.0,14.4,71,32.1,43.3,0.74,244,220,0.92,5,12,25
50.8503,4.3517,0,2,0,11.1,14.0,3,105.7,122.1,0.866,250,190,0.96,0,17,3
14.5995,120.9842,6,3,0,27.8,11.6,0,27.1,38.5,0.705,288,283,0.91,7,16,8
-34.9011,-56.1645,3,0,1,25.6,8.0,51,41.8,60.8,0.687,557,497,0.98,4,17,42
24.4539,54.3773,0,2,0,27.7,19.5,1,56.1,72.8,0.771,540,514,0.93,3,10,4
55.8642,-4.2518,6,2,0,4.6,16.4,3,22.1,36.4,0.606,196,176,0.98,7,2,26
51.5074,-0.1278,3,0,3,11.7,31.8,51,24.4,42.9,0.569,408,360,0.95,6,2,5
41.9028,12.4964,1,0,3,9.2,10.9,1,28.4,44.1,0.644,342,329,0.94,6,18,28
-42.8821,147.3272,2,2,2,18.0,15.7,0,32.5,48.0,0.678,562,544,0.92,6,6,25
-41.2865,174.7762,4,2,2,13.4,4.8,0,31.9,49.0,0.65,206,196,0.94,6,7,35
45.4215,-75.6972,0,2,0,-1.5,17.8,3,50.3,57.5,0.874,335,288,0.91,4,1,55
-42.8821,147.3272,4,0,1,22.8,23.5,3,35.1,55.5,0.633,140,126,0.92,5,2,55
30.0444,31.2357,0,0,3,12.9,12.6,3,31.2,41.8,0.747,374,326,0.99,6,16,48
-12.4634,130.8456,2,2,2,24.9,8.0,61,18.8,30.3,0.621,60,53,0.92,7,22,14
-34.9285,138.6007,1,0,1,15.7,4.0,1,104.8,117.9,0.889,424,388,0.96,0,21,1
3.139,101.6869,0,3,0,29.0,5.9,3,23.3,34.3,0.679,439,431,0.93,7,9,53
41.0082,28.9784,6,0,3,2.4,14.5,3,90.5,93.9,0.965,407,364,0.94,1,20,25
-26.2041,28.0473,3,1,1,16.6,13.6,0,100.4,117.3,0.856,93,47,0.91,0,20,44
-33.9249,18.4241,5,2,2,17.9,12.1,3,101.9,117.9,0.864,134,94,0.99,0,3,26
-41.2865,174.7762,2,4,2,16.5,31.7,3,40.6,51.1,0.795,258,226,0.97,5,23,7
53.3498,-6.2603,5,0,3,7.5,37.0,51,103.4,114.6,0.902,179,160,0.95,0,7,11
21.4858,39.1925,4,3,0,28.4,5.8,1,66.1,79.6,0.831,260,219,0.92,2,20,3
55.8642,-4.2518,5,3,0,15.1,24.5,3,24.6,31.7,0.775,272,267,0.9,7,8,39
47.4979,19.0402,5,2,0,10.4,13.8,51,27.0,40.3,0.669,390,348,0.9,6,10,16
41.0082,28.9784,0,3,0,10.7,19.0,0,62.2,74.0,0.84,146,119,0.91,3,18,38
41.0082,28.9784,4,1,3,14.7,22.8,0,32.8,49.1,0.668,333,278,0.94,6,9,42
55.7558,37.6173,2,2,0,-13.6,11.3,0,63.2,84.5,0.747,180,121,1.0,2,5,18
51.0447,-114.0719,4,0,3,-18.1,7.8,3,108.7,113.1,0.961,345,286,0.97,0,7,45
59.9139,10.7522,6,0,3,0.4,15.5,73,89.3,107.1,0.833,75,27,0.95,0,15,38
24.7136,46.6753,0,3,0,35.5,23.1,0,24.9,38.5,0.647,158,107,1.0,7,10,24
37.9838,23.7275,3,1,3,8.7,3.6,51,54.1,64.3,0.842,120,99,0.92,3,1,36
58.3019,-134.4197,4,2,0,5.5,17.4,3,37.0,50.7,0.731,553,518,0.99,5,6,7
30.0444,31.2357,5,0,3,14.1,9.3,0,85.2,102.4,0.832,79,35,0.97,1,17,47
-36.8485,174.7633,6,3,2,15.4,12.1,1,26.9,40.2,0.668,174,139,0.97,6,18,35
52.2297,21.0122,4,1,3,4.0,18.0,3,68.3,86.2,0.792,411,392,0.98,2,15,32
21.4858,39.1925,6,3,0,29.5,4.2,0,62.3,71.8,0.867,172,166,0.98,3,4,44
59.3293,18.0686,1,0,3,2.4,23.6,2,89.9,96.9,0.928,103,68,0.96,1,7,5
-27.4698,153.0251,1,2,2,22.6,17.9,53,33.2,49.3,0.674,580,531,0.94,5,1,54
46.8139,-71.2082,4,2,0,4.4,1.9,3,63.7,75.9,0.839,575,556,0.99,2,14,21
59.9139,10.7522,0,3,0,12.0,20.4,1,69.2,83.3,0.831,470,425,0.98,2,15,15
24.7136,46.6753,3,0,3,16.9,14.1,0,100.9,121.9,0.828,182,153,0.96,0,18,9
59.3293,18.0686,6,0,3,-10.3,5.4,3,31.1,40.6,0.765,347,312,0.94,6,12,26
-23.5505,-46.6333,5,0,1,18.7,18.0,3,51.6,75.7,0.681,315,297,1.0,3,23,56
55.7558,37.6173,0,0,3,-16.0,7.4,2,22.8,30.9,0.738,550,534,0.96,7,12,16
-12.4634,130.8456,6,3,2,27.3,17.6,2,26.1,32.6,0.801,68,58,0.97,7,12,46
-45.8788,170.5028,0,1,1,16.5,5.1,1,38.8,48.3,0.802,125,67,0.94,5,20,5
55.8642,-4.2518,4,0,3,7.8,28.3,3,105.2,114.7,0.917,292,282,0.94,0,2,49
53.4808,-2.2426,6,0,3,-0.7,8.3,3,39.9,53.3,0.748,556,516,0.94,5,4,26
33.5731,-7.5898,1,0,3,11.0,3.7,0,27.5,47.0,0.585,419,396,0.95,6,23,8
60.1695,24.9354,0,2,0,-4.9,5.2,3,47.8,66.0,0.725,373,322,0.95,4,4,57
49.2827,-123.1207,6,1,3,1.2,11.6,0,32.4,42.2,0.768,324,299,0.91,6,5,40
-34.6037,-58.3816,0,2,2,14.6,10.5,0,25.1,35.6,0.705,89,61,0.94,7,8,31
41.3851,2.1734,2,2,0,13.5,8.0,2,21.5,32.6,0.658,232,206,0.93,7,17,24
28.7041,77.1025,1,1,3,12.2,9.2,0,56.3,68.6,0.821,169,127,0.98,3,20,53
21.4858,39.1925,5,3,0,33.5,12.6,0,96.9,103.6,0.935,406,355,0.91,1,7,55
51.0447,-114.0719,0,0,3,-3.0,8.7,0,25.3,37.9,0.668,167,143,0.93,7,15,7
-33.4489,-70.6693,6,1,1,17.4,1.3,0,30.0,43.6,0.689,183,174,0.98,6,5,5
43.65107,-79.347015,4,2,0,5.6,12.3,51,49.5,72.6,0.682,436,411,0.96,3,3,49
-31.9505,115.8605,6,0,1,31.8,27.0,3,89.4,105.6,0.847,324,268,0.98,1,6,11
24.7136,46.6753,0,1,3,18.2,22.8,0,26.5,37.0,0.716,541,485,0.96,7,17,56
42.3601,-71.0589,2,2,0,0.0,8.6,3,23.3,30.4,0.765,596,579,0.95,7,9,30
25.7617,-80.1918,6,1,3,16.2,13.3,0,56.5,67.6,0.835,169,139,0.97,3,13,40
-34.9285,138.6007,0,0,1,27.7,11.3,0,28.1,45.8,0.613,397,349,0.92,6,3,47
25.7617,-80.1918,2,0,3,25.4,27.0,2,60.3,80.6,0.749,583,523,0.94,2,20,17
21.4858,39.1925,1,2,0,19.2,14.9,0,70.6,77.5,0.911,530,481,0.95,2,3,18
48.4284,-123.3656,3,3,0,8.6,3.7,53,49.0,60.9,0.804,573,532,0.9,3,19,20
-34.6037,-58.3816,3,1,1,29.6,13.2,0,41.3,50.4,0.818,175,138,0.93,5,19,19
37.7749,-122.4194,4,2,0,9.8,17.9,53,104.4,105.3,0.992,379,355,0.97,0,14,42
53.4808,-2.2426,1,1,3,8.5,10.3,51,21.1,30.1,0.699,366,353,0.96,7,21,24
60.1695,24.9354,3,1,3,-11.3,22.5,3,60.8,74.7,0.813,328,285,1.0,3,23,22
59.3293,18.0686,2,3,0,5.6,14.4,3,70.8,76.0,0.931,379,331,0.92,2,11,24
53.4808,-2.2426,0,3,0,7.7,3.8,3,68.1,81.5,0.836,151,143,0.93,2,22,38
53.4808,-2.2426,0,2,0,8.7,8.2,3,46.3,67.6,0.685,176,143,0.91,4,12,15
21.3069,-157.8583,5,0,3,17.6,8.4,0,95.0,112.9,0.841,306,251,0.97,1,5,47
48.4284,-123.3656,4,3,0,9.0,1.9,51,51.4,70.5,0.729,540,496,0.94,3,13,23
21.4858,39.1925,1,3,0,25.2,5.1,0,106.1,121.2,0.875,432,414,0.91,0,2,18
48.4284,-123.3656,6,1,3,7.1,17.8,3,61.1,75.8,0.806,562,504,0.94,2,1,21
-31.9505,115.8605,0,2,2,23.0,16.3,0,55.3,79.7,0.694,146,118,0.98,3,14,6
59.9139,10.7522,5,2,0,1.2,23.8,73,20.2,25.4,0.797,435,381,0.93,7,14,11
25.7617,-80.1918,4,3,0,21.3,8.0,1,53.5,73.4,0.729,91,66,0.96,3,10,22
47.3769,8.5417,3,1,3,7.3,7.8,3,97.1,109.9,0.884,527,488,0.94,0,6,14
37.9838,23.7275,4,0,3,15.2,4.3,2,31.3,39.3,0.797,213,195,0.99,6,1,29
59.3293,18.0686,3,0,3,-0.4,17.4,3,58.1,77.6,0.748,265,211,0.93,3,9,20
47.4979,19.0402,6,3,0,13.9,8.0,3,57.8,68.7,0.841,594,579,0.9,3,22,13
58.3019,-134.4197,5,2,0,4.0,21.1,51,37.9,51.0,0.744,68,51,0.98,5,7,18
18.4655,-66.1057,6,2,0,25.0,15.7,1,42.8,56.7,0.755,196,151,0.9,4,7,36
49.8951,-97.1384,0,1,3,-11.1,27.8,71,44.6,56.7,0.786,432,374,0.97,3,7,19
13.7563,100.5018,3,0,3,32.5,12.0,3,48.4,67.8,0.715,434,388,0.95,4,7,43
34.0522,-118.2437,0,0,3,7.2,9.8,0,48.9,69.4,0.704,451,395,0.98,4,10,8
42.3601,-71.0589,3,3,0,12.1,10.0,3,55.4,72.6,0.763,266,219,0.96,3,23,44
37.7749,-122.4194,3,0,3,5.4,10.2,3,68.2,81.9,0.832,299,282,0.9,2,9,44
33.5731,-7.5898,0,3,0,16.6,13.0,0,29.1,41.9,0.694,362,333,1.0,6,18,14
21.0285,105.8542,3,3,0,24.5,12.5,3,60.6,74.5,0.814,351,302,0.98,2,14,31
-45.8788,170.5028,3,0,1,14.6,15.9,53,105.3,110.7,0.952,71,20,0.93,0,8,10
-34.9285,138.6007,2,2,2,19.9,19.8,1,59.3,69.9,0.848,367,348,0.96,3,6,24
21.3069,-157.8583,6,3,0,22.1,20.6,0,24.7,35.4,0.699,580,553,0.95,7,5,57
52.2297,21.0122,0,3,0,1.6,8.7,3,44.2,62.8,0.705,600,560,0.93,4,1,41
47.6062,-122.3321,0,3,0,7.3,15.0,1,92.3,110.8,0.833,553,537,0.97,1,3,23
47.3769,8.5417,3,0,3,-2.3,7.7,3,108.1,122.6,0.882,371,340,0.97,0,6,44
-43.5321,172.6362,0,3,2,12.3,10.0,1,66.8,76.7,0.871,484,479,0.94,2,7,26
55.7558,37.6173,5,3,0,1.3,9.5,0,26.4,37.5,0.702,244,189,1.0,7,21,4
-27.4698,153.0251,6,0,1,23.7,3.3,3,61.1,66.2,0.922,305,257,0.96,3,19,36
-35.2809,149.13,1,0,1,24.0,4.6,2,48.4,64.6,0.75,433,379,0.96,4,3,43
-12.4634,130.8456,1,3,2,33.1,12.8,2,66.2,79.7,0.831,140,90,0.94,2,3,13
-6.2088,106.8456,5,2,2,31.9,7.1,51,21.4,29.2,0.732,216,188,0.99,7,3,43
-41.2865,174.7762,1,2,2,12.3,25.2,1,78.2,92.3,0.847,232,198,0.99,1,13,8
44.6488,-63.5752,5,0,3,-2.0,13.6,3,35.1,53.7,0.653,455,442,0.91,5,17,47
50.0755,14.4378,5,0,3,1.9,19.7,0,25.2,31.9,0.791,556,509,0.92,7,11,44
51.5074,-0.1278,1,3,0,4.7,11.7,1,58.6,64.4,0.909,305,247,0.95,3,1,54
45.4215,-75.6972,6,3,0,6.2,5.8,3,25.7,30.5,0.844,529,522,0.9,7,3,3
13.7563,100.5018,1,0,3,29.1,19.0,53,22.2,29.4,0.755,274,250,0.98,7,4,57
34.0522,-118.2437,2,3,0,15.2,3.3,0,41.1,51.6,0.797,82,33,0.97,5,8,38
29.3759,47.9774,4,0,3,20.0,22.3,0,55.8,73.1,0.764,238,229,0.97,3,13,31
59.9139,10.7522,6,3,0,3.5,10.2,1,61.8,69.9,0.883,231,203,0.96,3,20,11
-27.4698,153.0251,5,2,2,26.1,15.1,51,38.6,46.1,0.838,231,197,0.95,5,4,43
24.7136,46.6753,0,0,3,18.5,12.8,1,113.8,114.5,0.995,69,13,0.98,0,16,37
52.2297,21.0122,3,3,0,6.7,13.0,3,97.6,104.5,0.934,208,190,0.92,0,9,17
18.4655,-66.1057,3,3,0,26.5,31.1,1,48.7,56.4,0.864,542,524,0.9,4,22,10
37.7749,-122.4194,5,0,3,11.5,14.5,3,23.9,32.3,0.742,479,435,0.96,7,17,4
47.3769,8.5417,5,2,0,13.1,19.1,51,34.0,52.5,0.646,425,407,0.99,5,12,35
19.076,72.8777,6,2,0,23.0,8.2,0,112.1,119.9,0.935,69,25,0.94,0,21,53
-34.6037,-58.3816,3,1,1,21.5,20.3,0,105.2,120.6,0.872,441,435,0.93,0,11,16
33.5731,-7.5898,4,1,3,14.9,15.9,53,34.4,45.1,0.763,339,282,0.99,5,9,20
48.2082,16.3738,2,3,0,5.4,18.0,2,48.7,63.0,0.773,420,386,0.9,4,22,20
-12.4634,130.8456,6,2,2,25.6,4.0,3,64.4,87.8,0.734,580,520,0.95,2,18,38
25.276987,55.296249,6,1,3,21.2,31.8,0,76.0,89.8,0.847,172,144,0.99,2,12,18
25.276987,55.296249,0,2,0,29.3,40.4,3,45.8,59.0,0.776,403,381,0.93,4,6,31
50.8503,4.3517,3,1,3,7.7,23.6,3,30.3,45.6,0.664,490,473,0.97,6,6,14
44.6488,-63.5752,4,3,0,3.9,12.9,0,61.2,69.8,0.877,62,10,0.93,3,22,17
19.076,72.8777,5,0,3,20.7,12.0,0,25.5,35.3,0.721,331,317,0.93,7,21,42
-37.8136,144.9631,0,2,2,24.9,10.1,0,116.0,128.3,0.904,545,519,0.97,0,9,0
-26.2041,28.0473,6,3,2,15.5,10.0,0,118.7,142.4,0.833,307,264,1.0,0,19,30
55.9533,-3.1883,3,3,0,2.0,5.5,51,86.5,102.4,0.845,479,474,0.98,1,4,24
-33.9249,18.4241,0,0,1,22.7,26.0,0,54.7,78.7,0.695,438,400,0.92,3,8,10
29.3759,47.9774,2,1,3,15.0,30.6,0,32.0,45.6,0.702,77,54,0.99,6,18,40
-37.8136,144.9631,4,0,1,25.4,12.7,0,63.3,69.1,0.916,435,428,0.98,3,7,13
-22.9068,-43.1729,0,2,2,23.5,8.2,53,25.8,37.1,0.696,351,295,0.98,6,4,18
